3;21.9458
3;0.0353
3;0.0105
3;0.0042
3;0.0064
3;0.0015
3;0.0306
3;0.002
3;0.0015
3;0.0021
3;0.0018
3;0.0028
3;0.0082
3;0.0017
3;0.0019
3;0.002
3;0.0026
3;0.0193
3;0.0012
3;0.0019
3;0.0015
3;0.0011
3;0.0017
3;0.0016
3;0.0016
3;0.0156
3;0.0018
3;0.0015
3;0.0018
3;0.0016
3;0.0021
3;0.0017
3;0.0019
3;0.0231
3;0.0157
3;0.0012
3;0.0017
3;0.0017
3;0.0013
3;0.0011
3;0.0154
3;0.0058
3;0.0014
3;0.0018
3;0.0016
3;0.0015
3;0.0019
3;0.0014
3;0.0019
3;0.0226
3;0.0017
3;0.0015
3;0.0246
3;0.0012
3;0.0018
3;0.0015
3;0.0018
3;0.0058
3;0.0018
3;0.0018
3;0.0018
3;0.0018
3;0.0017
3;0.0019
3;0.0014
3;0.0059
3;0.0198
3;0.0019
3;0.0014
3;0.0016
3;0.0267
3;0.0014
3;0.0012
3;0.0055
3;0.0018
3;0.0018
3;0.0022
3;0.0019
3;0.0019
3;0.0154
3;0.016
3;0.0015
3;0.0011
3;0.0016
3;0.0018
3;0.0017
3;0.0018
3;0.0013
3;0.0043
3;0.0017
3;0.0016
3;0.002
3;0.0016
3;0.002
3;0.0018
3;0.0018
3;0.0018
3;0.0018
3;0.0018
3;0.0017
4;0.003
4;0.0039
4;0.0032
4;0.0191
4;0.0178
4;0.0076
4;0.0027
4;0.0067
4;0.0031
4;0.0067
4;0.0174
4;0.0076
4;0.003
4;0.0068
4;0.0033
4;0.0067
4;0.0032
4;0.0251
4;0.003
4;0.0037
4;0.0027
4;0.0032
4;0.0024
4;0.0027
4;0.003
4;0.0036
4;0.003
4;0.0033
4;0.0031
4;0.0019
4;0.0032
4;0.0021
4;0.0032
4;0.0028
4;0.0033
4;0.0027
4;0.0028
4;0.0028
4;0.0033
4;0.0024
4;0.0041
4;0.0037
4;0.0038
4;0.0194
4;0.0032
4;0.0031
4;0.0025
4;0.0034
4;0.0085
4;0.0026
4;0.0031
4;0.0022
4;0.0025
4;0.0035
4;0.0032
4;0.0032
4;0.0301
4;0.0032
4;0.0211
4;0.0032
4;0.0069
4;0.0019
4;0.0076
4;0.0177
4;0.0075
4;0.0022
4;0.0021
4;0.0033
4;0.0021
4;0.0028
4;0.01
4;0.0045
4;0.0072
4;0.0036
4;0.0067
4;0.003
4;0.0073
4;0.003
4;0.0067
4;0.0027
4;0.0074
4;0.0034
4;0.0032
4;0.0028
4;0.0022
4;0.0024
4;0.0142
4;0.0029
4;0.0074
4;0.0031
4;0.0067
4;0.0168
4;0.0223
4;0.0174
4;0.0221
4;0.0212
4;0.0073
4;0.0028
4;0.0218
4;0.0022
5;0.0128
5;0.013
5;0.0077
5;0.0215
5;0.0251
5;0.0154
5;0.0116
5;0.0279
5;0.0121
5;0.0263
5;0.0075
5;0.0032
5;0.0121
5;0.0128
5;0.0043
5;0.0126
5;0.0071
5;0.0054
5;0.0132
5;0.006
5;0.0057
5;0.0088
5;0.012
5;0.0109
5;0.0105
5;0.0088
5;0.0126
5;0.0109
5;0.0121
5;0.0107
5;0.0208
5;0.012
5;0.0072
5;0.005
5;0.009
5;0.0144
5;0.0102
5;0.0122
5;0.0083
5;0.0137
5;0.0126
5;0.0163
5;0.0122
5;0.0071
5;0.0049
5;0.0154
5;0.0129
5;0.0114
5;0.0134
5;0.0137
5;0.0115
5;0.0067
5;0.0073
5;0.0068
5;0.0053
5;0.013
5;0.0064
5;0.008
5;0.0059
5;0.0066
5;0.0054
5;0.0134
5;0.0073
5;0.0078
5;0.0053
5;0.0049
5;0.0081
5;0.0103
5;0.0047
5;0.0075
5;0.0055
5;0.0206
5;0.0134
5;0.0123
5;0.0114
5;0.0124
5;0.0041
5;0.0122
5;0.0046
5;0.0074
5;0.0071
5;0.0072
5;0.0122
5;0.0118
5;0.0122
5;0.0106
5;0.0088
5;0.0132
5;0.013
5;0.0097
5;0.0082
5;0.0134
5;0.0189
5;0.0136
5;0.0159
5;0.0165
5;0.0138
5;0.0103
5;0.0143
5;0.0057
6;0.0674
6;0.0289
6;0.0373
6;0.0353
6;0.0438
6;0.0203
6;0.0352
6;0.0289
6;0.0378
6;0.0471
6;0.0273
6;0.0443
6;0.0345
6;0.0378
6;0.0177
6;0.0246
6;0.0491
6;0.0483
6;0.021
6;0.0426
6;0.0368
6;0.05
6;0.0288
6;0.0373
6;0.0135
6;0.037
6;0.0115
6;0.036
6;0.0418
6;0.0122
6;0.034
