3;0.6798
3;0.0019
3;0.0013
3;0.0011
3;0.0009
3;0.0252
3;0.001
3;0.0008
3;0.001
3;0.0014
3;0.0009
3;0.0008
3;0.0008
3;0.0008
3;0.0007
3;0.0008
3;0.0008
3;0.0012
3;0.001
3;0.0008
3;0.0022
3;0.0009
3;0.0007
3;0.0008
3;0.0012
3;0.0011
3;0.0014
3;0.0009
3;0.0017
3;0.001
3;0.0028
3;0.0013
3;0.001
3;0.001
3;0.0012
3;0.0016
3;0.0012
3;0.0012
3;0.0016
3;0.0015
3;0.0017
3;0.0017
3;0.0016
3;0.0017
3;0.0012
3;0.0012
3;0.0012
3;0.0019
3;0.0011
3;0.0011
3;0.0012
3;0.0009
3;0.0012
3;0.0015
3;0.0015
3;0.0011
3;0.0009
3;0.001
3;0.0007
3;0.0008
3;0.0012
3;0.0013
3;0.0012
3;0.0011
3;0.0011
3;0.0012
3;0.0012
3;0.0009
3;0.0012
3;0.0011
3;0.0013
3;0.0013
3;0.0018
3;0.0018
3;0.0016
3;0.002
3;0.0016
3;0.0014
3;0.0011
3;0.001
3;0.0011
3;0.0012
3;0.022
3;0.0009
3;0.0013
3;0.001
3;0.0014
3;0.0013
3;0.0013
3;0.0014
3;0.0012
3;0.0013
3;0.001
3;0.0007
3;0.0007
3;0.0008
3;0.0076
3;0.0008
3;0.0008
3;0.0008
4;0.0016
4;0.0015
4;0.0014
4;0.0082
4;0.0013
4;0.0019
4;0.0021
4;0.0028
4;0.0015
4;0.0012
4;0.0012
4;0.0013
4;0.0013
4;0.0013
4;0.0012
4;0.0013
4;0.0012
4;0.0012
4;0.0014
4;0.0012
4;0.0091
4;0.0015
4;0.0016
4;0.0013
4;0.0022
4;0.0025
4;0.0013
4;0.0014
4;0.0013
4;0.0023
4;0.0014
4;0.0013
4;0.0014
4;0.0012
4;0.0026
4;0.0015
4;0.0039
4;0.0082
4;0.0022
4;0.0025
4;0.0017
4;0.0023
4;0.0017
4;0.0015
4;0.0014
4;0.0024
4;0.0014
4;0.0011
4;0.0015
4;0.0013
4;0.0019
4;0.0017
4;0.0016
4;0.0028
4;0.0054
4;0.0013
4;0.0014
4;0.0012
4;0.0012
4;0.0012
4;0.0013
4;0.0013
